"","year","countryname","Group","TotalSub"
"92",2016,"Italy","Explicit subsidy (Producer)",52.6176965624557
"93",2016,"Italy","Implicit subsidy",15708.612462208
"94",2016,"Japan","Explicit subsidy (Consumer)",0
"95",2016,"Japan","Explicit subsidy (Producer)",11446.3167065845
"96",2016,"Japan","Implicit subsidy",166869.837920877
"97",2016,"Luxembourg","Explicit subsidy (Consumer)",39.6848347970688
"98",2016,"Luxembourg","Explicit subsidy (Producer)",400.818367901822
"99",2016,"Luxembourg","Implicit subsidy",1623.59353543924
"100",2016,"Mexico","Explicit subsidy (Consumer)",3650.65362811014
"101",2016,"Mexico","Explicit subsidy (Producer)",1203.37470663107
"102",2016,"Mexico","Implicit subsidy",67042.644617537
"103",2016,"Russian Federation","Explicit subsidy (Consumer)",8945.98157821591
"104",2016,"Russian Federation","Explicit subsidy (Producer)",14556.7492490727
"105",2016,"Russian Federation","Implicit subsidy",224942.671029724
"106",2016,"South Africa","Explicit subsidy (Consumer)",22.8518348148956
"107",2016,"South Africa","Explicit subsidy (Producer)",1018.39887377507
"108",2016,"South Africa","Implicit subsidy",43165.020544493
"109",2016,"Spain","Explicit subsidy (Consumer)",0
"110",2016,"Spain","Explicit subsidy (Producer)",317.05478696542
"111",2016,"Spain","Implicit subsidy",14445.3679434217
"112",2016,"Turkiye","Explicit subsidy (Consumer)",1383.06703987417
"113",2016,"Turkiye","Explicit subsidy (Producer)",1309.36478426933
"114",2016,"Turkiye","Implicit subsidy",36293.9290616652
"115",2016,"United Kingdom","Explicit subsidy (Consumer)",0
"116",2016,"United Kingdom","Explicit subsidy (Producer)",4060.16815604583
"117",2016,"United Kingdom","Implicit subsidy",39121.2469426477
"118",2016,"United States","Explicit subsidy (Consumer)",0
"119",2016,"United States","Explicit subsidy (Producer)",1118.00565534969
"120",2016,"United States","Implicit subsidy",697002.436758862
"121",2017,"Belgium","Explicit subsidy (Consumer)",0
"122",2017,"Belgium","Explicit subsidy (Producer)",0.0089420324180074
"123",2017,"Belgium","Implicit subsidy",4482.37517533611
"124",2017,"Brazil","Explicit subsidy (Consumer)",0
"125",2017,"Brazil","Explicit subsidy (Producer)",3106.76054513068
"126",2017,"Brazil","Implicit subsidy",38475.0654647815
"127",2017,"China","Explicit subsidy (Consumer)",37966.6663625673
"128",2017,"China","Explicit subsidy (Producer)",3365.95768641435
"129",2017,"China","Implicit subsidy",1218897.65505807
"130",2017,"Denmark","Explicit subsidy (Consumer)",0
"131",2017,"Denmark","Explicit subsidy (Producer)",1430.2230491266
"132",2017,"Denmark","Implicit subsidy",338.463630273027
"133",2017,"Finland","Explicit subsidy (Consumer)",0
"134",2017,"Finland","Explicit subsidy (Producer)",370.910453237255
"135",2017,"Finland","Implicit subsidy",846.148763503615
"136",2017,"France","Explicit subsidy (Consumer)",0
"137",2017,"France","Explicit subsidy (Producer)",150.786546273853
"138",2017,"France","Implicit subsidy",23944.5137221576
"139",2017,"Germany","Explicit subsidy (Consumer)",0
"140",2017,"Germany","Explicit subsidy (Producer)",3102.90989886783
"141",2017,"Germany","Implicit subsidy",68665.4360561217
"142",2017,"India","Explicit subsidy (Consumer)",19571.9809023869
"143",2017,"India","Explicit subsidy (Producer)",71.9629554419941
"144",2017,"India","Implicit subsidy",176280.032995593
"145",2017,"Indonesia","Explicit subsidy (Consumer)",10479.9464963172
"146",2017,"Indonesia","Explicit subsidy (Producer)",3630.25154204699
"147",2017,"Indonesia","Implicit subsidy",71140.1950531377
"148",2017,"Ireland","Explicit subsidy (Consumer)",0
"149",2017,"Ireland","Explicit subsidy (Producer)",72.7983128643082
"150",2017,"Ireland","Implicit subsidy",1977.48678237
"151",2017,"Italy","Explicit subsidy (Consumer)",0
"152",2017,"Italy","Explicit subsidy (Producer)",55.7176953743213
"153",2017,"Italy","Implicit subsidy",14660.6663332442
"154",2017,"Japan","Explicit subsidy (Consumer)",0
"155",2017,"Japan","Explicit subsidy (Producer)",16246.2467420857
"156",2017,"Japan","Implicit subsidy",187107.219621914
"157",2017,"Luxembourg","Explicit subsidy (Consumer)",57.4306786849596
"158",2017,"Luxembourg","Explicit subsidy (Producer)",439.889107395515
"159",2017,"Luxembourg","Implicit subsidy",1857.58134817051
"160",2017,"Mexico","Explicit subsidy (Consumer)",4957.40234648424
"161",2017,"Mexico","Explicit subsidy (Producer)",20.3419687820565
"162",2017,"Mexico","Implicit subsidy",59514.6167155543
"163",2017,"Russian Federation","Explicit subsidy (Consumer)",12143.3317234969
"164",2017,"Russian Federation","Explicit subsidy (Producer)",21275.6885106486
"165",2017,"Russian Federation","Implicit subsidy",237648.804573625
"166",2017,"South Africa","Explicit subsidy (Consumer)",163.654166648099
"167",2017,"South Africa","Explicit subsidy (Producer)",1929.95173156113
"168",2017,"South Africa","Implicit subsidy",42664.3841868336
"169",2017,"Spain","Explicit subsidy (Consumer)",0
"170",2017,"Spain","Explicit subsidy (Producer)",283.86143696893
"171",2017,"Spain","Implicit subsidy",17410.2575279284
"172",2017,"Turkiye","Explicit subsidy (Consumer)",3818.42286110096
"173",2017,"Turkiye","Explicit subsidy (Producer)",3143.67575589911
"174",2017,"Turkiye","Implicit subsidy",49427.5934896659
"175",2017,"United Kingdom","Explicit subsidy (Consumer)",0
"176",2017,"United Kingdom","Explicit subsidy (Producer)",3122.31674131564
"177",2017,"United Kingdom","Implicit subsidy",43882.0408202195
"178",2017,"United States","Explicit subsidy (Consumer)",0
"179",2017,"United States","Explicit subsidy (Producer)",774.441562722278
"180",2017,"United States","Implicit subsidy",712533.206840412
"181",2018,"Belgium","Explicit subsidy (Consumer)",0
"182",2018,"Belgium","Explicit subsidy (Producer)",0.00517522017284857
"183",2018,"Belgium","Implicit subsidy",2740.37882359655
"184",2018,"Brazil","Explicit subsidy (Consumer)",0
"185",2018,"Brazil","Explicit subsidy (Producer)",2744.95537378264
"186",2018,"Brazil","Implicit subsidy",56363.2443121111
"187",2018,"China","Explicit subsidy (Consumer)",54683.6905516596
"188",2018,"China","Explicit subsidy (Producer)",3204.65226162709
"189",2018,"China","Implicit subsidy",1412125.16147914
"190",2018,"Denmark","Explicit subsidy (Consumer)",0
"191",2018,"Denmark","Explicit subsidy (Producer)",1564.11774196768
"192",2018,"Denmark","Implicit subsidy",304.633920263333
"193",2018,"Finland","Explicit subsidy (Consumer)",0
"194",2018,"Finland","Explicit subsidy (Producer)",0.00296635481614579
"195",2018,"Finland","Implicit subsidy",797.034889797566
"196",2018,"France","Explicit subsidy (Consumer)",0
"197",2018,"France","Explicit subsidy (Producer)",195.083319257361
"198",2018,"France","Implicit subsidy",11991.9730322432
"199",2018,"Germany","Explicit subsidy (Consumer)",0
"200",2018,"Germany","Explicit subsidy (Producer)",3099.22908254681
"201",2018,"Germany","Implicit subsidy",69477.2463897659
"202",2018,"India","Explicit subsidy (Consumer)",27866.7554132368
"203",2018,"India","Explicit subsidy (Producer)",24.338808036835
"204",2018,"India","Implicit subsidy",206109.972264946
"205",2018,"Indonesia","Explicit subsidy (Consumer)",25343.252696241
"206",2018,"Indonesia","Explicit subsidy (Producer)",8910.40198739512
"207",2018,"Indonesia","Implicit subsidy",83362.8730896069
"208",2018,"Ireland","Explicit subsidy (Consumer)",0
"209",2018,"Ireland","Explicit subsidy (Producer)",97.1879003041821
"210",2018,"Ireland","Implicit subsidy",2448.50934638582
"211",2018,"Italy","Explicit subsidy (Consumer)",0
"212",2018,"Italy","Explicit subsidy (Producer)",222.195329092539
"213",2018,"Italy","Implicit subsidy",15646.0043098176
"214",2018,"Japan","Explicit subsidy (Consumer)",0
"215",2018,"Japan","Explicit subsidy (Producer)",20354.1280486673
"216",2018,"Japan","Implicit subsidy",186767.192325073
"217",2018,"Luxembourg","Explicit subsidy (Consumer)",60.7571836756693
"218",2018,"Luxembourg","Explicit subsidy (Producer)",382.498046079573
"219",2018,"Luxembourg","Implicit subsidy",2099.26870360785
"220",2018,"Mexico","Explicit subsidy (Consumer)",5951.47782518571
"221",2018,"Mexico","Explicit subsidy (Producer)",31.0638053145778
"222",2018,"Mexico","Implicit subsidy",64110.9549516062
"223",2018,"Russian Federation","Explicit subsidy (Consumer)",21801.7573359299
"224",2018,"Russian Federation","Explicit subsidy (Producer)",37879.3841160618
"225",2018,"Russian Federation","Implicit subsidy",281850.418777116
"226",2018,"South Africa","Explicit subsidy (Consumer)",978.620070238867
"227",2018,"South Africa","Explicit subsidy (Producer)",2914.24464810694
"228",2018,"South Africa","Implicit subsidy",45479.8807368404
"229",2018,"Spain","Explicit subsidy (Consumer)",0
"230",2018,"Spain","Explicit subsidy (Producer)",297.528400704473
"231",2018,"Spain","Implicit subsidy",19278.5546651345
"232",2018,"Turkiye","Explicit subsidy (Consumer)",8719.3299229518
"233",2018,"Turkiye","Explicit subsidy (Producer)",6567.62991682646
"234",2018,"Turkiye","Implicit subsidy",58477.4081528631
"235",2018,"United Kingdom","Explicit subsidy (Consumer)",2.5063720071138e-12
"236",2018,"United Kingdom","Explicit subsidy (Producer)",2758.95982549793
"237",2018,"United Kingdom","Implicit subsidy",41166.4498005859
"238",2018,"United States","Explicit subsidy (Consumer)",869.021706405858
"239",2018,"United States","Explicit subsidy (Producer)",1528.48585839228
"240",2018,"United States","Implicit subsidy",749393.387180938
"241",2019,"Belgium","Explicit subsidy (Consumer)",1.08082291227661
"242",2019,"Belgium","Explicit subsidy (Producer)",0.0093253979982912
"243",2019,"Belgium","Implicit subsidy",5041.17160833444
"244",2019,"Brazil","Explicit subsidy (Consumer)",0
"245",2019,"Brazil","Explicit subsidy (Producer)",2751.35600784721
"246",2019,"Brazil","Implicit subsidy",56392.9984253182
"247",2019,"China","Explicit subsidy (Consumer)",61566.5708123795
"248",2019,"China","Explicit subsidy (Producer)",3339.03259079741
"249",2019,"China","Implicit subsidy",1503965.46829511
"250",2019,"Denmark","Explicit subsidy (Consumer)",0
"251",2019,"Denmark","Explicit subsidy (Producer)",2178.82554923926
"252",2019,"Denmark","Implicit subsidy",1334.11863276426
"253",2019,"Finland","Explicit subsidy (Consumer)",0
"254",2019,"Finland","Explicit subsidy (Producer)",1459.06191960157
"255",2019,"Finland","Implicit subsidy",686.410699422838
"256",2019,"France","Explicit subsidy (Consumer)",0
"257",2019,"France","Explicit subsidy (Producer)",153.138874315103
"258",2019,"France","Implicit subsidy",21189.1142120579
"259",2019,"Germany","Explicit subsidy (Consumer)",0
"260",2019,"Germany","Explicit subsidy (Producer)",1536.0748421325
"261",2019,"Germany","Implicit subsidy",72003.9243271689
"262",2019,"India","Explicit subsidy (Consumer)",25508.8413639133
"263",2019,"India","Explicit subsidy (Producer)",11.739929583133
"264",2019,"India","Implicit subsidy",221531.858534751
"265",2019,"Indonesia","Explicit subsidy (Consumer)",19911.7319368392
"266",2019,"Indonesia","Explicit subsidy (Producer)",14435.9476285075
"267",2019,"Indonesia","Implicit subsidy",89265.4412341117
"268",2019,"Ireland","Explicit subsidy (Consumer)",0
"269",2019,"Ireland","Explicit subsidy (Producer)",47.0893405028269
"270",2019,"Ireland","Implicit subsidy",3448.94943961164
"271",2019,"Italy","Explicit subsidy (Consumer)",0
"272",2019,"Italy","Explicit subsidy (Producer)",68.1253304338878
"273",2019,"Italy","Implicit subsidy",21038.9831623598
"274",2019,"Japan","Explicit subsidy (Consumer)",0
"275",2019,"Japan","Explicit subsidy (Producer)",20139.7072602649
"276",2019,"Japan","Implicit subsidy",183332.349098306
"277",2019,"Luxembourg","Explicit subsidy (Consumer)",31.4965857239693
"278",2019,"Luxembourg","Explicit subsidy (Producer)",350.749178243935
"279",2019,"Luxembourg","Implicit subsidy",2585.84131965873
"280",2019,"Mexico","Explicit subsidy (Consumer)",3374.6052452212
"281",2019,"Mexico","Explicit subsidy (Producer)",1602.19623269508
"282",2019,"Mexico","Implicit subsidy",61165.6867435281
"283",2019,"Russian Federation","Explicit subsidy (Consumer)",6015.42576790875
"284",2019,"Russian Federation","Explicit subsidy (Producer)",45667.6098181732
"285",2019,"Russian Federation","Implicit subsidy",306118.182505811
"286",2019,"South Africa","Explicit subsidy (Consumer)",1056.50515108602
"287",2019,"South Africa","Explicit subsidy (Producer)",3408.80715269977
"288",2019,"South Africa","Implicit subsidy",46917.1719368013
"289",2019,"Spain","Explicit subsidy (Consumer)",0
"290",2019,"Spain","Explicit subsidy (Producer)",275.337620031082
"291",2019,"Spain","Implicit subsidy",19106.3845257549
"292",2019,"Turkiye","Explicit subsidy (Consumer)",4266.11785121003
"293",2019,"Turkiye","Explicit subsidy (Producer)",1266.30918335985
"294",2019,"Turkiye","Implicit subsidy",59562.3212496764
"295",2019,"United Kingdom","Explicit subsidy (Consumer)",0
"296",2019,"United Kingdom","Explicit subsidy (Producer)",3097.03100940156
"297",2019,"United Kingdom","Implicit subsidy",38904.5348707121
"298",2019,"United States","Explicit subsidy (Consumer)",0
"299",2019,"United States","Explicit subsidy (Producer)",4237.07379405697
"300",2019,"United States","Implicit subsidy",776635.586929912
"301",2020,"Belgium","Explicit subsidy (Consumer)",0
"302",2020,"Belgium","Explicit subsidy (Producer)",0.00720470398977044
"303",2020,"Belgium","Implicit subsidy",3674.29152662227
"304",2020,"Brazil","Explicit subsidy (Consumer)",0
"305",2020,"Brazil","Explicit subsidy (Producer)",2002.70637002234
"306",2020,"Brazil","Implicit subsidy",53625.2680732479
"307",2020,"China","Explicit subsidy (Consumer)",60384.8077587662
"308",2020,"China","Explicit subsidy (Producer)",14028.0197214387
"309",2020,"China","Implicit subsidy",1481506.13228251
"310",2020,"Denmark","Explicit subsidy (Consumer)",0
"311",2020,"Denmark","Explicit subsidy (Producer)",2572.78146807243
"312",2020,"Denmark","Implicit subsidy",1464.41754023802
"313",2020,"Finland","Explicit subsidy (Consumer)",0
"314",2020,"Finland","Explicit subsidy (Producer)",1365.47414599577
"315",2020,"Finland","Implicit subsidy",555.084263812807
"316",2020,"France","Explicit subsidy (Consumer)",0
"317",2020,"France","Explicit subsidy (Producer)",130.373249700967
"318",2020,"France","Implicit subsidy",13456.9153862973
"319",2020,"Germany","Explicit subsidy (Consumer)",0
"320",2020,"Germany","Explicit subsidy (Producer)",2672.27320166262
"321",2020,"Germany","Implicit subsidy",59331.1465683881
"322",2020,"India","Explicit subsidy (Consumer)",22836.2349160829
"323",2020,"India","Explicit subsidy (Producer)",6.57679445954322
"324",2020,"India","Implicit subsidy",183062.091345821
"325",2020,"Indonesia","Explicit subsidy (Consumer)",10590.28672089
"326",2020,"Indonesia","Explicit subsidy (Producer)",14426.5473226775
"327",2020,"Indonesia","Implicit subsidy",76900.8476514803
"328",2020,"Ireland","Explicit subsidy (Consumer)",0
"329",2020,"Ireland","Explicit subsidy (Producer)",25.8992474281971
"330",2020,"Ireland","Implicit subsidy",3305.25776746267
"331",2020,"Italy","Explicit subsidy (Consumer)",0
"332",2020,"Italy","Explicit subsidy (Producer)",11.196713776226
"333",2020,"Italy","Implicit subsidy",13909.2547838669
"334",2020,"Japan","Explicit subsidy (Consumer)",0
"335",2020,"Japan","Explicit subsidy (Producer)",26038.509856906
"336",2020,"Japan","Implicit subsidy",164858.149996317
"337",2020,"Luxembourg","Explicit subsidy (Consumer)",14.3543381530122
"338",2020,"Luxembourg","Explicit subsidy (Producer)",325.821875607441
"339",2020,"Luxembourg","Implicit subsidy",2261.25570924168
"340",2020,"Mexico","Explicit subsidy (Consumer)",3284.65400545459
"341",2020,"Mexico","Explicit subsidy (Producer)",5722.07159231454
"342",2020,"Mexico","Implicit subsidy",46770.3283773273
"343",2020,"Russian Federation","Explicit subsidy (Consumer)",4348.31569516259
"344",2020,"Russian Federation","Explicit subsidy (Producer)",34110.691461983
"345",2020,"Russian Federation","Implicit subsidy",275677.420705454
"346",2020,"South Africa","Explicit subsidy (Consumer)",1055.69266293415
"347",2020,"South Africa","Explicit subsidy (Producer)",3405.23024888718
"348",2020,"South Africa","Implicit subsidy",43068.2436164719
"349",2020,"Spain","Explicit subsidy (Consumer)",0
"350",2020,"Spain","Explicit subsidy (Producer)",225.605971091301
"351",2020,"Spain","Implicit subsidy",10915.1041642403
"352",2020,"Turkiye","Explicit subsidy (Consumer)",2845.46587883759
"353",2020,"Turkiye","Explicit subsidy (Producer)",2227.65375040742
"354",2020,"Turkiye","Implicit subsidy",35257.4792768064
"355",2020,"United Kingdom","Explicit subsidy (Consumer)",0
"356",2020,"United Kingdom","Explicit subsidy (Producer)",2021.67560405021
"357",2020,"United Kingdom","Implicit subsidy",23053.3367600377
"358",2020,"United States","Explicit subsidy (Consumer)",0
"359",2020,"United States","Explicit subsidy (Producer)",2565.50733614057
"360",2020,"United States","Implicit subsidy",654742.561324394
"361",2021,"Belgium","Explicit subsidy (Consumer)",652.848739340404
"362",2021,"Belgium","Explicit subsidy (Producer)",0.0126429365472459
"363",2021,"Belgium","Implicit subsidy",6197.50201400608
"364",2021,"Brazil","Explicit subsidy (Consumer)",0
"365",2021,"Brazil","Explicit subsidy (Producer)",1779.49121388391
"366",2021,"Brazil","Implicit subsidy",63049.0210048038
"367",2021,"China","Explicit subsidy (Consumer)",76837.6760442544
"368",2021,"China","Explicit subsidy (Producer)",23446.8765070164
"369",2021,"China","Implicit subsidy",1659122.35377551
"370",2021,"Denmark","Explicit subsidy (Consumer)",0
"371",2021,"Denmark","Explicit subsidy (Producer)",2316.22782658552
"372",2021,"Denmark","Implicit subsidy",1554.66927784696
"373",2021,"Finland","Explicit subsidy (Consumer)",0
"374",2021,"Finland","Explicit subsidy (Producer)",1374.60968011283
"375",2021,"Finland","Implicit subsidy",291.214332176829
"376",2021,"France","Explicit subsidy (Consumer)",0
"377",2021,"France","Explicit subsidy (Producer)",122.695929331342
"378",2021,"France","Implicit subsidy",27664.6328049655
"379",2021,"Germany","Explicit subsidy (Consumer)",0
"380",2021,"Germany","Explicit subsidy (Producer)",621.984811976886
"381",2021,"Germany","Implicit subsidy",62976.1623271918
"382",2021,"India","Explicit subsidy (Consumer)",25250.2936642609
"383",2021,"India","Explicit subsidy (Producer)",8.6498898179985
"384",2021,"India","Implicit subsidy",216303.04250388
"385",2021,"Indonesia","Explicit subsidy (Consumer)",20326.8866017671
"386",2021,"Indonesia","Explicit subsidy (Producer)",21019.5010548699
"387",2021,"Indonesia","Implicit subsidy",88767.2114137359
"388",2021,"Ireland","Explicit subsidy (Consumer)",25.8178000088468
"389",2021,"Ireland","Explicit subsidy (Producer)",92.5187471300268
"390",2021,"Ireland","Implicit subsidy",2419.92036544162
"391",2021,"Italy","Explicit subsidy (Consumer)",0
"392",2021,"Italy","Explicit subsidy (Producer)",10.9794425034975
"393",2021,"Italy","Implicit subsidy",26906.7925256535
"394",2021,"Japan","Explicit subsidy (Consumer)",0
"395",2021,"Japan","Explicit subsidy (Producer)",32057.9730075468
"396",2021,"Japan","Implicit subsidy",190641.383516819
"397",2021,"Luxembourg","Explicit subsidy (Consumer)",84.5996534286255
"398",2021,"Luxembourg","Explicit subsidy (Producer)",343.641582475355
"399",2021,"Luxembourg","Implicit subsidy",2655.86360199314
"400",2021,"Mexico","Explicit subsidy (Consumer)",3431.52245072384
"401",2021,"Mexico","Explicit subsidy (Producer)",9642.42044488668
"402",2021,"Mexico","Implicit subsidy",62650.5896778759
"403",2021,"Russian Federation","Explicit subsidy (Consumer)",5898.15260981465
"404",2021,"Russian Federation","Explicit subsidy (Producer)",34518.7644939373
"405",2021,"Russian Federation","Implicit subsidy",317902.309524291
"406",2021,"South Africa","Explicit subsidy (Consumer)",1200.48526061142
"407",2021,"South Africa","Explicit subsidy (Producer)",3363.66583448154
"408",2021,"South Africa","Implicit subsidy",46175.653710962
"409",2021,"Spain","Explicit subsidy (Consumer)",0
"410",2021,"Spain","Explicit subsidy (Producer)",1314.45110702613
"411",2021,"Spain","Implicit subsidy",19691.9632870998
"412",2021,"Turkiye","Explicit subsidy (Consumer)",10395.3685713417
"413",2021,"Turkiye","Explicit subsidy (Producer)",12610.2880270164
"414",2021,"Turkiye","Implicit subsidy",72812.9988327289
"415",2021,"United Kingdom","Explicit subsidy (Consumer)",7851.5331607882
"416",2021,"United Kingdom","Explicit subsidy (Producer)",3338.473056546
"417",2021,"United Kingdom","Implicit subsidy",44057.4240300066
"418",2021,"United States","Explicit subsidy (Consumer)",0
"419",2021,"United States","Explicit subsidy (Producer)",2622.1571708875
"420",2021,"United States","Implicit subsidy",725979.680085824
"421",2022,"Belgium","Explicit subsidy (Consumer)",1026.58164346482
"422",2022,"Belgium","Explicit subsidy (Producer)",2004.44133345136
"423",2022,"Belgium","Implicit subsidy",8769.06084331019
"424",2022,"Brazil","Explicit subsidy (Consumer)",0
"425",2022,"Brazil","Explicit subsidy (Producer)",1827.70581287929
"426",2022,"Brazil","Implicit subsidy",60485.6283583322
"427",2022,"China","Explicit subsidy (Consumer)",101180.821068996
"428",2022,"China","Explicit subsidy (Producer)",117340.191322588
"429",2022,"China","Implicit subsidy",1784553.60913505
"430",2022,"Denmark","Explicit subsidy (Consumer)",0
"431",2022,"Denmark","Explicit subsidy (Producer)",2253.96916142884
"432",2022,"Denmark","Implicit subsidy",2164.40504191873
"433",2022,"Finland","Explicit subsidy (Consumer)",0.690035766601031
"434",2022,"Finland","Explicit subsidy (Producer)",1337.75760207337
"435",2022,"Finland","Implicit subsidy",145.841331941507
"436",2022,"France","Explicit subsidy (Consumer)",6905.79005235156
"437",2022,"France","Explicit subsidy (Producer)",6110.72892144613
"438",2022,"France","Implicit subsidy",41843.8241464367
"439",2022,"Germany","Explicit subsidy (Consumer)",18365.3000202856
"440",2022,"Germany","Explicit subsidy (Producer)",15193.4287423951
"441",2022,"Germany","Implicit subsidy",77871.8639013542
"442",2022,"India","Explicit subsidy (Consumer)",29008.7378451667
"443",2022,"India","Explicit subsidy (Producer)",8.61404804450531
"444",2022,"India","Implicit subsidy",285318.011191426
"445",2022,"Indonesia","Explicit subsidy (Consumer)",34464.1965741884
"446",2022,"Indonesia","Explicit subsidy (Producer)",36294.2392775003
"447",2022,"Indonesia","Implicit subsidy",105265.686055484
"448",2022,"Ireland","Explicit subsidy (Consumer)",90.8951018006763
"449",2022,"Ireland","Explicit subsidy (Producer)",86.5606164522547
